Linio SKU;Name;PrimaryCategory;Model;BrowseNodes;Categories;Brand;SaleEndDate;SaleStartDate;SalePrice;Price;ParentSku;Quantity;ProductWarranty;PackageContent;Color;ProductId;ShortDescription;Description;EligibleFreeShipping;DeliveryTimeSupplier;WarehouseProcessingTime;PackageWidth;PackageLength;PackageHeight;PackageWeight;ProductMeasures;ProductWeight;TaxClass;SellerSku;Variation;CareLabel;ManufacturerTxt;MaterialFamily;MainMaterial;CreatedAt;UpdatedAt;Status
XT431EL1MKGCYLACL-6412118;Kit Computación;20056;KT018XCL43;;;Xtech;;;;9999999.00;5485275;0;3 meses;Kit Computación;;2005485275002;<ul><li>Modelo:KT018XCL43</li><li>Tipo:Kit computación</li><li>Material:pvc+plástico</li><li>Conexión:HDMI+USB+3,5 mm</li></ul>;<ul><li>Modelo:KT018XCL43</li><li>Tipo:Kit computación</li><li>Material:pvc+plástico</li><li>Conexión:HDMI+USB+3,5 mm</li></ul>;;2;;15;15;15;0.3;15x15x15;0.3;IVA 19%;5485275;…;;;;;2019-02-13 17:49:41;2019-10-15 08:56:48;inactive
NO056EL1LC1ICLACL-6381771;Smartphone Nokia 2 4G 8GB-Gris;20056;2;;;Nokia;;;;79990.00;6743130;0;3 meses;;;2006743130002;<ul> <li>Tamaño de la pantalla: 5 pulgadas.</li> <li>Cámara posterior: 8MP.</li> <li>Cámara frontal: 5MP.</li> <li>Memoria interna: 8GB.</li> <li>Núcleos del procesador: Quad Core.</li> <li>Marca y modelo del procesador: Qualcomm MSM8909.</li> <li>Velocidad del procesador: 1.3 GHz.</li> <li>Memoria RAM: 1GB.</li> <li>Memoria expandible:Hasta 128GB.</li> <li>Tipo de pantalla: IPS.</li> <li>Sistema operativo: Android.</li> <li>GPS integrado.</li> <li>Conexión Bluetooth.</li> <li>Conectividad:WiFi/3G/4G.</li> </ul>;"<h2 style=""text-align: center;"">Smartphone Nokia 2 4G 8GB-Gris</h2><p style=""text-align: justify;"">El Nokia 2 tiene un chasis realizado en aluminio series 6000, el mismo material que llevan los modelos m&aacute;s avanzados de la serie y muchos gama alta, pero en este caso s&oacute;lo est&aacute; presente en el marco. La parte trasera del terminal est&aacute; cubierta por una pieza de policarbonato, mientras que la parte delantera cuenta con una l&aacute;mina de cristal Corning Gorilla Glass 3.</p> <p style=""text-align: justify;"">La parte delantera del Nokia 2, monta un panel LTPS de <strong>5 pulgadas</strong> con <strong>resoluci&oacute;n HD</strong>, lo que se traduce en una densidad de 293 ppp, una configuraci&oacute;n que nos recuerda que estamos ante un terminal m&aacute;s sencillo, pero que no obstante deber&iacute;a ser m&aacute;s que suficiente para una buena experiencia.</p> <h3 style=""text-align: center;"">Componentes de gran calidad y eficacia</h3> <p style=""text-align: justify;"">Este <strong>Nokia</strong> posee una ficha tecnica b&aacute;sica pero de gran potencia para tus necesidades, comenzando por el procesador. Nokia monta el Snapdragon 212, uno de los modelos m&aacute;s sencillos y potentes de <strong>Qualcomm</strong> que cuenta con arquitectura de 32 bits y cuatro n&uacute;cleos a 1,3 Ghz. Le acompa&ntilde;a una GPU Adreno 304 y tan s&oacute;lo 1 GB de RAM. La memoria interna tambi&eacute;n nos da una gama de entrada de 8 GB. Sobre la ampliaci&oacute;n de memoria, Nokia nos deja instalar una tarjeta de hasta 128 GB.</p> <h3 style=""text-align: center;"">El tipo de c&aacute;mara que tanto necesitas:</h3> <p style=""text-align: justify;"">Sabemos que te encantan las fotos y es por ello que las <strong>c&aacute;maras</strong> de este Nokia van acorde al nivel de especificaciones del terminal. Tiene un sensor trasero de 8 megapixeles con enfoque autom&aacute;tico y flash <strong>LED</strong>, mientras que la c&aacute;mara delantera baja a 5 megapixeles y cuenta con sistema de enfoque fijo.</p>";;2;;25;50;33;0.23;;5;IVA 19%;6743130;…;;;;;2019-02-13 17:49:41;2019-10-15 09:35:14;inactive
SO036EL04CGO4LACL-6381772;Baston para Selfie Sony-Negro;20056;VCT-AMP1;;;Sony;;;;29990.00;4499765;0;3 meses;"Accesorios fotograf&iacute;a";;27242875395;<ul><li>Modelo: VCT-AMP1</li><li>Tipo: Bastones selfie</li><li>Compatibilidad: FDR-X1000V-HDR-AS200V-HDR-AS20-HDR-AZ1-HDR-AS100V-DSC-W800-DSC-W810-DSC-W830-DSC-TX30-DSC-RX100-DSC-</li><li>Material: PA-PC-PC+ABS-SUS-PU</li><li>Conexión: Tornillo tipo trípode</li><li>Color: Negro</li><li>Peso: 200 gr</li></ul>;"<h2>CARACTER&iacute;STICAS DE LOS PRODUCTOS</h2> <ul> <li>Marca:Sony</li> <li>Modelo:VCT-AMP1</li> <li>Color:Negro</li> <li>Compatibilidad:FDR-X1000V-HDR-AS200V-HDR-AS20-HDR-AZ1-HDR-AS100V-DSC-W800-DSC-W810-DSC-W830-DSC-TX30-DSC-RX100-DSC-QX10-DSC-QX100</li> <li>Material:PA-PC-PC+ABS-SUS-PU</li> <li>Dimensiones:Extendible hasta 91.3 cm</li> <li>Peso:200 gr</li> <li>Garant&iacute;a Proveedor:3 Meses</li> </ul>";;2;;33;20;13;1.9;;;IVA 19%;4499765;…;;;;;2019-02-13 17:49:41;2019-10-15 09:41:30;inactive
GE657EL05KVIQLACL-6412119;Metalófono 25 Notas Yellow;20056;;;;GENERIC;;;;16990.00;5896526;0;;;;9780247830059;;1234567890;;2;;60;95;30;4;;;IVA 19%;5896526;…;;;;;2019-02-13 17:49:41;2019-10-15 09:17:09;inactive
MI027EL0HHJMALACL-6412121;Audífono Bt Sport Ear Air Clip Negro 7070;20056;;;;Microlab;;;;2990.00;5303480;0;;;;6927900070701;;1234567890;;2;;25;33;50;0.15;;;IVA 19%;5303480;…;;;;;2019-02-13 17:49:41;2019-10-15 09:17:06;inactive
TH390EL0NFVO2LACL-6412122;Equipaje Mano 40 lt;20056;;;;Thule;;;;124390.00;6036583;0;;;;2006036583003;;1234567890;;2;;10;20;30;0.37;;;IVA 19%;6036583;…;;;;;2019-02-13 17:49:41;2019-10-15 09:25:52;inactive
GE657EL0TE7PULACL-6412123;Kit Cable USB y Cable Lighting + Soporte Carro con Cargador;20056;;;;GENERIC;;;;2990.00;6217890;0;;;;1201201800010;;1234567890;;2;;40;30;60;0.55;;;IVA 19%;6217890;…;;;;;2019-02-13 17:49:41;2019-10-15 09:29:56;inactive
B5568EL15AVTELACL-6412125;Radio para Auto IN DASH DLC-8017;20056;;;;b52;;;;143990.00;5532347;0;;;;2005532347003;;1234567890;;2;;28;20;40;1.7;;;IVA 19%;5532347;…;;;;;2019-02-13 17:49:41;2019-10-15 09:05:51;inactive
MR951EL1B97V6LACL-6412126;Álbum de Los no Posados y Todas las Risas;20056;;;;Mr Wonderful;;;;28990.00;6613295;0;;;;2006613295008;;1234567890;;2;;10;20;30;0.5;;;IVA 19%;6613295;…;;;;;2019-02-13 17:49:41;2019-10-15 09:11:45;inactive
CA332EL1H7JWYLACL-6412127;Calculadora Escritorio;20056;;;;Casio;;;;13900.00;6231092;0;;;;4971850093213;;1234567890;;2;;15;15;15;0.3;;;IVA 19%;6231092;…;;;;;2019-02-13 17:49:41;2019-10-15 08:50:11;inactive
YA973EL1N5VYQLACL-6412128;Flauta Dulce Soprano Dig Alemana Verde;20056;;;;Yamaha;;;;8990.00;5546890;0;;;;2005546890007;;<ul><li>Modelo:YRS-20GG</li><li>Tipo:Flautas</li><li>Material:ABS</li><li>Color:Verde</li></ul>;;2;;40;30;60;0.75;;;IVA 19%;5546890;...;;;;;2019-02-13 17:49:41;2019-10-15 09:30:24;inactive
GE657EL00A48ILACL-6412129;Localizador Bluetooth Portable Mate;20056;;;;GENERIC;;;;7990.00;5757444;0;;;;859553005532;<ul><li>Modelo:RT-05001-EU</li><li>Tipo:Otros</li></ul>;<ul><li>Modelo:RT-05001-EU</li><li>Tipo:Otros</li></ul>;;2;;20;10;30;0.6;;;IVA 19%;5757444;...;;;;;2019-02-13 17:49:41;2019-10-15 09:45:25;inactive
SO036EL0AASPWLACL-6381773;Cámara HandyCam Sony CX675/BC-Negro;20056;5457324;;;Sony;2018-10-02 00:00:00;2018-10-01 00:00:00;379990.00;449990.00;5457324;0;3 meses;DIGITAL 8;;27242895652;<ul> <li>Cámara de video.</li> <li>Megapíxeles: 9.2MP.</li> <li>Calidad de grabación: Full HD.</li> <li>Formatos de imagen: JPEG.</li> <li>Sensibilidad ISO: Auto.</li> <li>Tamaño de la pantalla: 3 pulgadas.</li> <li>Velocidad del obturador: 1/30 - 1/10,000 seg.</li> <li>Requiere de baterías.</li> <li>Ancho: 5.7 cm.</li> <li>Profundidad: 13 cm.</li> <li>Peso: 0.35 kg.</li> <li>Zoom óptico: 30X.</li> </ul>;<h2>CARACTERÍSTICAS DEL PRODUCTO</h2><ul><li>Marca: Sony</li><li>Modelo: HDR-CX675/BC</li><li>Tipo: Cámaras de video</li><li>Megapixeles: 9.2</li><li>Calidad de grabación: Full HD</li><li>Zoom óptico: 30x</li><li>Alto: 6,6 cm</li><li>Ancho: 5,7 cm</li><li>Profundidad: 13 cm</li><li>Peso: 360 gr</li><li>Memoria expandible: Sí</li><li>Memoria externa incluida: No</li><li>Zoom digital: Sin Zoom</li><li>Color: Negro</li><li>Velocidad del obturador: 1/30 - 1/10,000</li><li>Tamaño de la pantalla: 3.0'</li><li>Formatos de imagen: JPEG</li><li>Sensibilidad ISO: Auto, 100-3200 (6400 Max)</li><li>Fuente de energía: Batería</li><li>Garantía del proveedor: 1 año</li><li>Wifi: Sí</li><li>Conexión Blutooth: No</li><li>Metros sumergible: 0 mt</li></ul>;;2;;11.5;17.5;30;0.25;;;IVA 19%;5457324;…;;;;;2019-02-13 17:49:41;2019-10-15 08:55:28;inactive
PR510EL0WUHECLACL-6378391;"Notebook Gamer Predator Intel Core i9 16GB RAM 1TB + 256GB SSD 17,3""-Negro";20056;PH517-51-99VD;;;Predator;2018-12-31 00:00:00;2018-10-26 00:00:00;2399990.00;2899990.00;6557200;0;3 meses;Notebook;Negro;4713883657082;<ul><li>Procesador: Intel Core i9 8950HK</li><li>Memoria RAM: 16GB</li><li>Capacidad de la tarjeta de video: 8GB</li><li>Tipo de pantalla: LCD</li><li>Resolución de la pantalla: Full HD</li><li>Tipo de teclado: Luminoso</li><li>Modelo tarjeta de vi</li></ul>;"<h2>CARACTER&iacute;STICAS DEL PRODUCTO</h2><ul><li>Velocidad del procesador: 2,9 GHz</li><li>Unidad &oacute;ptica: No</li><li>Tipo de teclado: Luminoso</li><li>Tipo de pantalla: LCD</li><li>Tipo: Gamers</li><li>Tarjeta de video: S&iacute;</li><li>Tama&nt</li></ul>";;2;;33;13;20;4.7;;;IVA 19%;6557200;…;;;;;2019-02-13 17:49:41;2019-10-15 08:29:00;inactive
HP034EL0G94ROLACL-6381774;Notebook HP Envy Intel Core i5 256GB RAM-8GB SSD 13.3'';20056;13-AH0002LA;;;HP;;;;639990.00;6496499;0;3 meses;Computadores;Gris;192545466189;<ul><li>Procesador: Intel Core i5</li><li>Modelo del procesador: i5-8250U</li><li>Memoria RAM: 8GB</li><li>RAM expandible: No</li><li>Tarjeta de video: No</li><li>Capacidad de la tarjeta de video: No aplica</li><li>Tipo de pantalla: WLED</li><li>Resoluci&</li></ul>;"<img src=""http://falabella.scene7.com/is/image/Falabella/6496499_img1?wid=1160"" alt=""HP ENVY Notebook 13-AH0002la Lo &uacute;ltimo en tecnolog&iacute;a. Siempre contigo."" /><h3 class=""fb-cpy-bold"">Perfecta para ti</h3> <p>La nueva HP</p>";;2;;80;60;100;4.7;;;IVA 19%;6496499;…;;;;;2019-02-13 17:49:41;2019-10-15 09:40:15;inactive
NO056EL12STG4LACL-6378392;Smartphone Nokia 2 8GB Negro Entel;20056;6382392;;;Nokia;;;;59990.00;6382392;0;3 meses;Smartphone;;6438409009197;<ul><li>Tamaño de la pantalla: 5 pulgadas</li> <li>Tipo de pantalla: IPS</li> <li>Sistema operativo: Android</li> <li>Lector de huella: No</li> <li>GPS integrado: Sí</li> <li>Conexión Bluetooth: Sí</li> <li>Resistente al agua: Sí</li> <li>Conectividad: Wi</li></ul>;"<p><strong>Smartphone Nokia 2 8GB Negro Entel </strong></p> <p>Vivimos en una sociedad donde la tecnolog&iacute;a no deja de avanzar todos los d&iacute;as, y hay artefactos que se han vuelto parte fundamental de nuestro d&iacute;a a d&iacute;a. Uno de ell</p>";;2;;11.5;30;17.5;0.2;;;IVA 19%;6382392;…;;;;;2019-02-13 17:49:41;2019-10-15 09:41:28;inactive
SO036EL0M7GTGLACL-6381775;Blu-Ray Sony 3D BDP-S6700-Negro;20056;BDP-S6700;;;Sony;;;;99990.00;5168142;0;"1 a&ntilde;o";DVDs y Blu-Rays;;4548736013469;<ul><li>Formatos de reproducción: DVD/WMV</li><li>Peso: 1,5 kg</li><li>3D: Sí</li><li>Conexión WiFi: Sí</li><li>Control remoto incluido: Sí</li><li>Entrada Internet: Sí</li><li>Escalador: 4K</li><li>Garantía del proveedor: 12 meses</li><li>Entradas USB: 1</li><li>Conexión Bluetooth: Sí</li><li>Modelo: BDP-S6700</li><li>Tipo: Blu Rays</li><li>Medidas del reproductor: 32 x 25,5 x 19,2 cm</li></ul>;"<h2>CARACTER&iacute;STICAS DEL PRODUCTO</h2><ul><li>Marca: Sony</li><li>Modelo: BDP-S6700</li><li>Entrada HDMI: 1</li><li>Conexi&oacute;n WiFi: S&iacute;</li><li>Escalador: 4K</li><li>Tipo: Blue-Ray</li><li>Conexi&oacute;n Bluetooth: S&iacute;</li><li>3D: S&iacute;</li><li>Smart: S&iacute;</li><li>Color: Negro</li><li>Formatos de reproducci&oacute;n: DVD</li><li>Entrada USB: 1</li><li>Lector SD/Micro SD: No</li><li>Entrada Ethernet: S&iacute;</li><li>Zona: 4(DVD) A(Blu-Ray)</li><li>Control remoto incluido: S&iacute;</li><li>Medidas del reproductor: 32 mm x 255 mm x 192 mm</li><li>Peso total: 1,5 kg</li><li>Accesorios incluidos: Control remoto, garant&iacute;a, manual, pilas, cable HDMI</li><li>Garant&iacute;a del proveedor: 1 a&ntilde;o</li></ul>";;2;;33;20;13;1.6;;;IVA 19%;5168142;…;;;;;2019-02-13 17:49:41;2019-10-15 09:14:31;inactive
PA480EL068GAALACL-6412130;Audífono RP-HS33PC-A;20056;;;;Panasonic;;;;3490.00;3493591;0;;;;885170173347;;1234567890;;2;;25;33;50;0.15;;;IVA 19%;3493591;…;;;;;2019-02-13 17:49:41;2019-10-15 09:10:36;inactive
PO092EL0C6SC2LACL-6412131;Phantom 2 GoPro Filtro Polarizado;20056;;;;POLARPRO;;;;12490.00;5693228;0;;;;796762841165;;1234567890;;2;;20;30;40;1.95;;;IVA 19%;5693228;…;;;;;2019-02-13 17:49:41;2019-10-15 08:32:31;inactive
BO985EL0I54DULACL-6412132;Soporte desde Piso para Virtual Inv;20056;;;;Bose;;;;63990.00;5634415;0;;;;17817745789;;1234567890;;2;;20;20;40;2;;;IVA 19%;5634415;…;;;;;2019-02-13 17:49:41;2019-10-15 09:11:46;inactive
SA572EL0O3GFMLACL-6412133;Mochila Manager570;20056;;;;Saxoline;;;;16990.00;4429502;0;;;;2004429502006;;1234567890;;2;;10;20;30;0.37;;;IVA 19%;4429502;…;;;;;2019-02-13 17:49:41;2019-10-15 09:31:47;inactive
XB120EL0U1SHELACL-6412134;Shadow Of The Tomb Raider XB1;20056;;;;Xbox;;;;34990.00;6710712;0;;;;662248921334;;1234567890;;2;;8;28;40;0.15;;;IVA 19%;6710712;…;;;;;2019-02-13 17:49:41;2019-10-15 08:28:28;inactive
GE657EL1004J6LACL-6412135;Parlante Portátil X5b Rojo;20056;;;;GENERIC;;;;63990.00;4817529;0;;;;4712834782064;;1234567890;;2;;40;30;60;6;;;IVA 19%;4817529;…;;;;;2019-02-13 17:49:41;2019-10-15 08:50:47;inactive
BO985EL15YGKYLACL-6412136;Cargador Soundlink Revolve;20056;;;;Bose;;;;29990.00;5697406;0;;;;17817769112;;1234567890;;2;;40;30;60;6;;;IVA 19%;5697406;…;;;;;2019-02-13 17:49:41;2019-10-15 09:18:53;inactive
YA973EL1BWSMQLACL-6412137;Flauta Dulce Soprano Dig Barroca Azul;20056;;;;Yamaha;;;;8990.00;5546892;0;;;;2005546892001;;<ul><li>Modelo:YRS-20BB</li><li>Tipo:Flautas</li><li>Material:Plástico ABS</li><li>Color:Azul</li></ul>;;2;;40;30;60;0.75;;;IVA 19%;5546892;...;;;;;2019-02-13 17:49:41;2019-10-15 08:52:34;inactive
GE657EL1HV4OILACL-6412138;Localizador Bluetooth Adhesivo Slim 1 Pack;20056;;;;GENERIC;;;;7790.00;5757447;0;;;;859553005334;<ul><li>Modelo:RT-03001-EU</li><li>Tipo:Otros</li></ul>;<ul><li>Modelo:RT-03001-EU</li><li>Tipo:Otros</li></ul>;;2;;20;10;30;0.6;;;IVA 19%;5757447;...;;;;;2019-02-13 17:49:41;2019-10-15 08:39:33;inactive
SA028EL0S5SV8LACL-6381776;Home Cine Samsung Blu-ray HT-J4500K/ZS;20056;4481715;;;Samsung;2018-10-02 00:00:00;2018-10-01 00:00:00;79990.00;99990.00;4481715;0;3 meses;SET HOME CINE BLURAY;;8806086629379;<ul> <li>Home theather blu ray.</li> <li>Full HD 3D.</li> <li>Dimensiones: 430 x 55 x 224 mm.</li> <li>Incuye control remoto.</li> <li>1 entrada HDMI.</li> <li>1 entrada USB.</li> <li>Potencia RMS: 500W.</li> </ul>;<p>¿Quieres disfrutar tu película favorita como nunca antes? Descubre el <b>Home Cine Blu-Ray HT-J4500K/ZS Samsung</b>, porque su sistema 5.1 te hará escuchar hasta los más pequeños detalles. Ese partido de fútbol o el recital del recuerdo no volverán a ser lo mismo después de que tengas este <b>Home Cine</b> en casa.</p> <p><b>Características Home Cine Blu-Ray HT-J4500K/ZS Samsung</b></p> <p></p> <p>Si estás buscando mejorar el sistema de audio para complementar tu televisor, este sistema de audio 5.1 es una excelente manera. Este modelo cuenta con 5 parlantes y 1 subwoofer de alta potencia para lograr un sonido total de 500 Watts. El reproductor tiene tecnología Blu-Ray y es capaz de adaptarse a tus necesidades, ya que puede leer más de 10 formatos diferentes. Cuenta con una entrada HDMI, un puerto USB, una conexión RCA, una conexión óptica de audio digital y un puerto Ethernet para cubrir todas las variables posibles. Pero además, tiene incorporada conexión Bluetooth para que puedas enviar contenido desde tus dispositivos móviles.</p> <p>Ha sido diseñado en un estilo muy elegante y sencillo. Los 2 parlantes traseros y los 2 delanteros son de tamaño pequeño, ideal para colgarlos en alguna esquina o en un espacio de ese mueble sin que se vean ni destronen tu decoración. Incluye control remoto, cable HDMI</p>;;2;;184;73;74;13;;;IVA 19%;4481715;…;;;;;2019-02-13 17:49:41;2019-10-15 08:44:34;inactive
SO036EL18R5HWLACL-6378393;Smartphone Sony Xperia Xa2 Ultra 32GB-Negro;20056;Xperia XA2 Ultra;;;Sony;;;;319990.00;6447260;0;5días en Linio;;;7311271610182;<ul> <li>Tamaño de la pantalla:6.0 pulgadas</li> <li>Cámara posterior:23MP</li> <li>Cámara frontal:16MP+8MP</li> <li>Memoria interna:32GB</li> <li>Núcleos del procesador:Octa Core</li> <li>Velocidad del procesador:4 x 2.2 GHz + 4 x 1.8 GHz</li> <li>Memoria RAM:4GB</li> <li>Memoria expandible:Hasta 256 GB</li> <li>Memoria externa incluida:No</li> <li>Tipo de pantalla:IPS</li> <li>Lector de huella:Sí</li> <li>GPS integrado:Sí</li> <li>Conexión Bluetooth:Sí</li> <li>Resistente al agua:No</li> <li>Conectividad:WiFi/ 3G/ 4G/ NFC</li> <li>Dual SIM:No</li> <li>Compañía:Liberado</li> <li>Modelo:Sony Xperia XA2 Ultra Negro</li> <li>Tipo:Smartphones</li> <li>Alto:16,3 cm</li> <li>Ancho:8 cm</li> <li>Profundidad:0,95 cm</li> <li>Peso:221 g</li> </ul>;"<h2 style=""text-align: center;"">Smartphone Sony Xperia Xa2 Ultra 32GB-Negro</h2><p style=""text-align: justify;"">La tecnología es un fenómeno que nos ayuda a crear, comunicarnos y nos facilita la vida. Hoy en día nos vemos envueltos en una nueva etapa para la humanidad con todos esos constantes cambios y adaptaciones, como son las tecnologías de la información y comunicación que han llegado a la vida del ser humano, y hoy por hoy dependemos mucho de ella. Es por esto que al momento de usar la tecnología debemos usar lo que esté más avanzado y nos ofrezca los mayores beneficios al momento de comunicarnos.</p><p style=""text-align: justify;"">El <strong>Sony Xperia XA2 Ultra</strong> llega como la propuesta para selfies de Sony, una enorme pantalla de 6 pulgadas a 1080 x 1920 pixels de resoluci&oacute;n, el nuevo procesador Snapdragon 630 acompa&ntilde;ado de 4GB de RAM, <strong>32GB</strong> o 64GB de almacenamiento interno ampliable, c&aacute;mara principal de 23 MP, c&aacute;mara frontal dual de 16 MP, bater&iacute;a de 3580 mAh, lector de huellas dactilares, y Android 8.0 Oreo como sistema operativo.</p> <p style=""text-align: justify;""><strong>Android 8.0</strong> es el sistema operativo del <strong>Sony</strong> Xperia XA2 Ultra , que en cuanto a dimensiones tiene un perfil de 9.5 mm y un peso de 221 g . Entre las caracter&iacute;sticas del Sony Xperia XA2 Ultra se destaca una pantalla de 6"" con una resoluci&oacute;n de 1080 x 1920 pixels. Android 8.0 es el sistema operativo del Sony Xperia XA2 Ultra , que en cuanto a dimensiones tiene un perfil de 9.5 mm y un peso de 221 g . Entre las caracter&iacute;sticas del Sony Xperia XA2 Ultra se destaca una pantalla de 6"" con una resoluci&oacute;n de 1080 x 1920 pixels. Dentro del Xperia XA2 Ultra de Sony encontramos un procesador Snapdragon 630 2.2GHz, acompa&ntilde;ado de 4GB de memoria RAM. Adem&aacute;s, cuenta con 32GB/64GB de almacenamiento y la memoria interna puede ser ampliada v&iacute;a <strong>microSD</strong> . La c&aacute;mara trasera es de resoluci&oacute;n 23 MP con captura de video , y la energ&iacute;a es provista por una bater&iacute;a de 3580 mAh.</p><h3 style=""text-align: center;"">Una Marca Reconocida Mundialmente</h3><p style=""text-align: justify;""><strong>Sony</strong> es una de las marcas de electr&oacute;nica de mayor alcance mundial que se ha caracterizado en todo momento por crear productos de gran calidad verificada por muchos. La variedad de productos electr&oacute;nicos que te ofrece la marca Sony, te da la oportunidad de escoger el que mejor se adapte a tus necesidades y as&iacute; ayudarte a realizar las diferentes tareas cotidianas. Disfruta de la versatilidad y de los innovadores dise&ntilde;os que la marca <strong>Sony</strong> trae para ti</p>";;2;;25;33;50;0.23;;;IVA 19%;6447260;…;;;;;2019-02-13 17:49:41;2019-10-15 08:41:19;inactive
GE040EL00VJUALACL-6412139;Set Gamer Genius KMH-200-Negro con Rojo;20056;KMH-200;;;Genius;;;;9999999.00;5751006;0;3 meses;Kit Gamer KMH-200;;2005751006002;<ul><li>Conexión: USB</li><li>Teclado de tamaño completo.</li><li>Teclas de bajo perfil para mínimo ruido.</li><li>Motor óptico de alta resolución.</li><li>Auriculares universales para juegos</li></ul>;"<h2 style=""text-align: center;"">Set Gamer Genius KMH-200</h2><div>Las comunicaciones de los equipos son cruciales en los super competitivos juegos de hoy en día, por ello debes contar con los mejores artículos si quieres ser el mejor <b>gamer</b> del lugar. Con diseños modernos y colores originales hoy tenemos lo que necesitas para vencer todas esas hazañas, vive una máxima experiencia con <b>Genius</b>.</div><div><span style=""text-align: justify;""><br /></span></div><div><span style=""text-align: justify;"">El <b>Set gamer </b>de <b>Genius</b> incluye un teclado, auriculares y un mouse con<b> tecnología</b> especialmente diseñada para gaming. El teclado es sólido, resistente a líquidos y con alta durabilidad. Sus teclas son de bajo perfil que darán alto rendimiento con el mínimo de ruido y están especialmente diseñadas para un uso prolongado. El mouse óptico es de alta resolución para mayor precisión y exactitud a la hora de jugar. Funciona para ambas manos, cuenta con tres botones y posee luz led. Y para terminar este completo set están los auriculares con micrófono, que cuentan con control de volumen, encendido y apagado de micrófono y un sistema de sonido de ultra grave, para determinar con precisión la posición de los enemigos y así experimentar batallas de alto realismo.</span></div><div><span style=""text-align: justify;""><br /></span></div>";;2;;15;15;15;0.3;15x15x15;0.3;IVA 19%;5751006;…;;;;;2019-02-13 17:49:41;2019-10-15 08:52:56;inactive
NO056EL0Y44X0LACL-6381777;Smartphone Nokia 2.1 4G 8GB-Rosa;20056;2.1;;;Nokia;;;;79990.00;6782983;0;3 meses;;;2006782983003;<ul> <li>Tamaño de la pantalla: 5.5 pulgadas.</li> <li>Cámara posterior: 8MP.</li> <li>Cámara frontal: 5MP.</li> <li>Memoria interna: 8GB.</li> <li>Núcleos del procesador: Quad Core.</li> <li>Marca y modelo del procesador: Snapdragon 425.</li> <li>Velocidad del procesador: 4x 1.4 GHz.</li> <li>Memoria RAM: 1GB.</li> <li>Memoria expandible hasta 128GB.</li> <li>Tipo de pantalla:IPS</li> <li>Sistema operativo: Android.</li> <li>GPS integrado.</li> <li>Conexión Bluetooth.</li> <li>Conectividad:WiFi/3G/4G.</li> </ul>;"<h2 style=""text-align: center;"">Smartphone Nokia 2.1 4G 8GB-Rosa</h2><p style=""text-align: justify;"">El Nokia 2.1 es un <strong>smartphone</strong> de gama de entrada del fabricante. Este tel&eacute;fono inteligente destaca por su bater&iacute;a con una capacidad de 4.000 mAh lo cual le ofrece una gran autonom&iacute;a. Otro punto destacable es que el sistema operativo que usa es Android Oreo Go Edition. El Nokia 2.1 cuenta con una pantalla con tecnolog&iacute;a IPS de 5,5 pulgadas. La resoluci&oacute;n de pantalla es <strong>HD</strong> de 1280 x 720 p&iacute;xeles y tiene una densidad de 267 ppi. En cuanto a la relaci&oacute;n de aspecto es de 16:9. Otra caracter&iacute;stica a resaltar es que soporta 16 millones de colores. Ademas posee un capa con recubrimiento anti huellas. El procesador del Nokia 2.1 es del fabricante Qualcomm concretamente el modelo Snapdragon 425. Esta CPU tiene <strong>4 n&uacute;cleos</strong>, funciona a una frecuencia de 1,4 GHz y tiene una arquitectura de 64 bit. En lo que se refiere a la GPU viene con la Adreno 308.</p> <p style=""text-align: justify;"">Este posee una memoria interna de <strong>8 GB</strong> y se mantiene con 1 GB de memoria RAM LPDDR3. Por otro lado admite la ampliaci&oacute;n de memoria con tarjetas microSD hasta 128 GB.</p> <p style=""text-align: justify;"">Sabemos que te encantan las fotos y es por ello que este <strong>Nokia</strong> te ofrece una c&aacute;mara trasera de 8 MP con una apertura F/2.0, Flash Led y Auto Focus. La c&aacute;mara frontal es de 5 MP con apertura F/2.0 y es ideal para realizar selfies.</p>";;2;;25;50;33;0.23;;;IVA 19%;6782983;…;;;;;2019-02-13 17:49:41;2019-10-15 09:03:25;inactive
